Analiz Edilen Madde,İlişkili Rehber Maddesi (Yerel / Uluslararası),Kontrol Sorusu,Açıklama ve Gerekçe,Denetim Testi (Prosedür),Uygulama Notu / Örnek Kanıt
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 74,Bankaların İç Sistemleri Yönetmeliği (Veri sistemleri); EBA/GL/2018/06,"Sorunlu alacakların izlenmesinde, banka hem iç kaynaklı (ör. içsel rating sistemleri) hem de dış kaynaklı (ör. kredi büroları, resmi siciller) verileri belirli bir dönem kapsamını dikkate alarak kullanıyor mu?","Madde 74, NPL izleme sürecinde verinin zenginliğine ve tarihsel kapsama dikkat çekmektedir. Banka, içsel kredi derecelendirme sistemlerinden gelen uyarılar ile harici istihbarat ve kredi sicil bilgilerini bir arada değerlendirerek sorunlu alacak takibini yapmalıdır. Verinin belirli bir gözlem dönemi (tarihsel trend) içermesi, tek seferlik dalgalanmaların yerine kalıcı risk eğilimlerini görmeyi sağlar.","Sorunlu alacak izleme raporlarında kullanılan veri kaynakları incelenir; hem banka içi risk raporlarının hem de KKB, çek raporu gibi dış kaynak verilerinin entegrasyonunun olup olmadığı kontrol edilir. Ayrıca izleme göstergelerinin belirli bir geçmiş dönemi kapsayacak şekilde (örn. son 12 ay) trend halinde sunulup sunulmadığına bakılır.",İçsel derecelendirme uyarı raporları; harici kredi istihbarat raporları; NPL izleme tabloları (farklı dönemlere ait verileri içeren); risk izleme sistemlerinin veri entegrasyon dokümanı.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 75,Bankaların Kredi İşlemleri Yönetmeliği (Çözümleme birimi performansı); EBA/GL/2018/06,Sorunlu alacak çözümleme birimlerinin performansını ölçmek için operasyonel performans göstergeleri oluşturulmuş ve bu göstergelerin NPL çözümlemede uygulanan yöntemlerin etkililiğini değerlendirecek nitelikte olması sağlanmış mı?,"Madde 75, sorunlu kredileri yöneten birimlerin çalışmalarının verimlilik ve etkinlik açısından ölçülmesini zorunlu kılar. Operasyonel performans göstergeleri sayesinde, uygulanan tahsilat, yeniden yapılandırma gibi yöntemlerin ne kadar sonuç verdiği takip edilebilir. Bu değerlendirme, NPL yönetimi yaklaşımının sürekli iyileştirilmesi ve kaynakların doğru yöntemlere tahsisi için kritik önemdedir.","Çözümleme biriminin performans raporları incelenir; raporlarda belirlenen operasyonel metriklerin (ör. birim başına tahsilat miktarı, dosya kapatma süresi, yeniden yapılandırma başarısı) tanımlanmış olduğu ve takip edildiği doğrulanır. Ayrıca bu metriklerin NPL çözümleme stratejisindeki seçeneklerin etkinliğine dair bilgi sağladığı (ör. hangi yöntemle ne oranda tahsilat sağlandığı) değerlendirilir.",Çözümleme birimi performans raporu; operasyonel KPI dokümanları; birim bazlı tahsilat/yeniden yapılandırma başarı oranları tabloları; yönetim toplantı tutanakları (performans değerlendirme gündemi).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 75 (a),EBA/GL/2018/06,Sorunlu alacak birimi tarafından planlanan borçlu temasları ile fiilen gerçekleştirilen temaslar karşılaştırılarak takip ediliyor mu?,"75 (a) bendi, borçlularla iletişim planlarının ne ölçüde hayata geçirildiğini ölçmeyi amaçlar. Planlanmış görüşme/arayış sayısı ile gerçekleşen temasların karşılaştırılması, tahsilat stratejisinin uygulanma düzeyini gösterir. Bu takip, borçlu temaslarına ilişkin hedeflerin ne kadar başarılı olduğunu ve kaynakların etkin kullanılıp kullanılmadığını ortaya koyar.",Borçlu iletişim planları ve gerçekleşen temas kayıtları incelenir; örneğin belirli bir dönem için planlanan arama/ziyaret sayısı ile fiili gerçekleşen sayının raporlandığı kontrol edilir. Gerçekleşme oranının düşük olduğu durumlar için neden analizlerinin (ör. borçluya ulaşılamaması gibi) raporlarda yer alıp almadığına bakılır.,Tahsilat birimi günlük/haftalık planlama tabloları; çağrı merkezi raporları (planlanan vs. gerçekleşen aramalar); borçlu ziyaret kayıtları ve bunların izleme raporu.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 75 (b),EBA/GL/2018/06,Borçlu ile kurulan iletişimlerin ne kadarının ödeme veya ödeme taahhüdüne dönüştüğü ölçülüyor mu?,"Bu alt bent, borçlu ile yapılan temasların başarı oranını gösterir. Bir borçlu ile iletişime geçildikten sonra ödeme yapması veya resmi bir ödeme taahhüdünde bulunması, tahsilat çabasının verimliliğini ortaya koyan önemli bir metriktir. Bu oranın takibiyle, borçlu iletişim stratejisinin etkinliği değerlendirilebilir ve gerekiyorsa iyileştirmeler yapılabilir.","Tahsilat süreçlerine dair raporlarda, yapılan toplam borçlu iletişimi sayısına karşılık bunlardan kaçının ödeme ile sonuçlandığına dair oranlar (conversion rate) bulunduğu kontrol edilir. Bu oranın zaman içindeki eğilimi ve hedeflerle kıyaslaması da raporlarda yer alıyor mu incelenir.",Çağrı merkezi/görüşme performans raporları (iletişimden tahsilata dönüşüm oranı içeren); tahsilat ekibi KPI dokümanları; ilgili yönetim raporları.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 75 (c),EBA/GL/2018/06,"Nakit tahsilatın kaynağı (doğrudan ödeme, teminat satışı, maaş haczi, yasal takip tahsilatı gibi) kırılım bazında izlenip, tahsil edilen tutarın toplam borca oranı hesaplanıyor mu?","Bu bent, yapılan tahsilatların hangi yöntemle elde edildiğinin detaylandırılmasını ister. Örneğin, borçlunun kendiliğinden ödediği tutar ile icra yoluyla tahsil edilen tutarı ayrıştırmak, tahsilat yöntemlerinin etkililiğini ortaya koyar. Ayrıca tahsilatın borcun ne kadarını kapattığı metriği, kalan riskin büyüklüğünü göstermesi açısından önemlidir.","Tahsilat raporları incelenerek, tahsilatların kaynağına göre (ör. gönüllü ödeme vs. cebri tahsilat) kategorize edildiği tabloların bulunup bulunmadığı kontrol edilir. Ayrıca bu raporlarda tahsil edilen meblağın ilgili kredinin toplam borcuna oranının hesaplanıp hesaplanmadığı (ör. dosya kapama oranı) incelenir.",Detaylı tahsilat raporları (yönteme göre tahsilat ayrımı bulunan); hukuk birimi icra tahsilat raporu; varlık satışı gelir raporu; borç kapatma oranı analizleri.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 75 (ç),EBA/GL/2018/06,Borçlu ile yapılan uzun vadeli yeniden yapılandırma sayısı ve toplam yeniden yapılandırma uygulamalarının sayısı/oranı performans göstergesi olarak izleniyor mu?,"Bu bent, borçlularla varılan yeniden yapılandırma anlaşmalarının sayısının ve niteliğinin takip edilmesini vurgular. Özellikle uzun vadeli yeniden yapılandırmalar, borçlunun borcunu geri ödeme kapasitesinin iyileşip iyileşmediğine dair ipuçları verir. Toplam yeniden yapılandırma sayısı/oranı ise sorunlu alacak çözümlemede bu yönteme ne sıklıkla başvurulduğunu gösterir.","Yeniden yapılandırma faaliyet raporları incelenerek, belirli bir dönemde kaç adet uzun vadeli (vadesi uzatılmış) yeniden yapılandırma yapıldığı ve toplam yeniden yapılandırma adedinin/tutarının izlendiği doğrulanır. Bu göstergelerin, çözümleme stratejisinin bir parçası olarak performans raporlarında yer alıp almadığı kontrol edilir.",Yeniden yapılandırma izleme tabloları; kredi yeniden yapılandırma komitesi raporları; portföy yeniden yapılandırma istatistikleri (adet ve tutar olarak).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 76,Kredilerin Sınıflandırılması Yönetmeliği (Yeniden yapılandırma kriterleri); EBA/GL/2018/06,"Banka, sorunlu alacakların olumsuz etkilerini ortadan kaldırmak ve sınırlandırmak amacıyla, bankalar yeniden yapılandırma seçeneklerini sistematik biçimde değerlendirmelidir. Yeniden yapılandırma uygulanması halinde, bankalar bunların etkililiğini ve etkinliğini izlemelidir. (Not: Bu maddenin kontrol sorusu orijinal metinde bulunmamaktadır, ancak rehbere göre soru yukarıdaki gibi anlaşılabilir.)","Madde 76, borçlu ödeme güçlüğü yaşadığında ilk seçenek olarak kredinin yeniden yapılandırılması imkanlarının araştırılmasını öngörür. Uygulanan yeniden yapılandırma çözümlerinin etkin bir şekilde izlenmesi de şarttır. Bu sayede, yeniden yapılandırmanın borçluya nefes aldırıp aldırmadığı, tahsilat ihtimalini artırıp artırmadığı anlaşılır; gerektiğinde ilave önlemler alınabilir.","Donuk alacak dosyalarının incelenmesinde, banka kayıtlarında her bir sorunlu kredi için yeniden yapılandırma imkanı değerlendirmesinin yapıldığına dair notlar bulunup bulunmadığı kontrol edilir. Ayrıca gerçekleştirilen yeniden yapılandırmaların sonuçlarına (ör. ödeme performansı iyileşmesi) ilişkin izleme raporlarının hazırlanıp hazırlanmadığı tespit edilir.",Kredi dosyalarında borçlu yapılandırma değerlendirme formları; yeniden yapılandırılmış krediler performans raporu; kredi komitesi kararları (yeniden yapılandırma onayları ve gerekçeleri).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 77,Kredilerin Sınıflandırılması Yönetmeliği md. 8 (Tasfiye yöntemleri); Bankacılık Kanunu md. 53 (Alacakların takibi); EBA/GL/2018/06,"Yeniden yapılandırma imkanı yoksa veya faydasız kalacaksa, banka ilgili sorunlu alacak için derhal tasfiye faaliyetlerini (varlık edinme, borç/sermaye takası, alacağın satışı, menkul kıymetleştirme veya yasal takip) başlatıyor mu?","Bu madde, çözümleme stratejisinde yeniden yapılandırmanın işe yaramayacağı durumlarda hızlıca alternatif tasfiye yöntemlerine geçilmesini belirtir. Alacağın tahsili için gayrimenkul vb. varlık edinimi, alacağın satış/devir yoluyla elden çıkarılması, menkul kıymetleştirme veya hukuki takibe yönelinmesi alacağın tahsilini hızlandırmak veya zararı sınırlandırmak açısından kritik adımlardır.","Sorunlu alacak dosyaları incelenerek, yeniden yapılandırma teklifinin reddedildiği veya başarısız olduğu durumlarda dosya bazında hangi tasfiye adımlarının ne zaman atıldığı kontrol edilir. Örneğin, yapılandırma sonucu alınamayan bir alacak için hemen akabinde hukuki takibe geçilmiş mi, varlık devri/satışı düşünülmüş mü, bunlara dair yönetim onayları ve işlemler kayıt altına alınmış mı incelenir.",Problemli kredi komitesi kararları; yasal takip başlatma tarihleri ve dilekçeleri; varlık yönetim şirketine satış için onay belgeleri; kredi dosyalarındaki yapılandırma/ tasfiye faaliyet akış şemaları.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 78,EBA/GL/2018/06,"Banka, tasfiye yöntemlerinin uygulanmasına dair faaliyetleri düzenli olarak izliyor ve elde edilen sonuçları sorunlu alacak stratejisini güncellemek için kullanıyor mu?","Madde 78, alacak tasfiye adımlarının sadece başlatılmasını değil, bunların periyodik izlenmesini ve stratejiye geri besleme yapılmasını vurgular. Hangi tasfiye yönteminin ne ölçüde başarılı olduğu (örneğin satış vs. yasal takip) izlendiğinde, banka gelecekteki sorunlu alacak stratejisini bu deneyime göre ayarlayabilir.","Tasfiye sürecine giren alacaklar için oluşturulan takip raporları incelenir. Örneğin, varlık satış süreçlerinin ortalama tamamlanma süresi, yasal takiplerden tahsilat oranı gibi metriklerin belirlendiği ve yönetim raporlarına yansıtıldığı görülür. Bu sonuçların strateji güncellemelerinde kullanıldığına dair yönetim kararları/protokolleri olup olmadığına bakılır.",Tasfiye faaliyet izleme raporları; strateji revizyon dokümanları; üst yönetim/komite toplantı tutanakları (tasfiye sonuçlarının değerlendirildiği).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 79,Bankacılık Kanunu md. 57 (Edinilen varlıkların değeri); EBA/GL/2018/06,"Bankanın, elden çıkardığı sorunlu alacaklardan dolayı edinilmiş varlıklar veya alacak satış/devrinden elde ettiği tutarların, söz konusu varlıkların defter değerine oranını izlediği bir mekanizma var mı?","Madde 79, banka tarafından satılan ya da devredilen sorunlu kredilerin elde ettiği gelirlerin, ilgili alacağın muhasebe değerine kıyasla ölçülmesini gerektirir. Bu oran, bankanın sorunlu alacaklarını piyasa değeriyle karşılaştırmasını sağlar; eğer sürekli olarak defter değerinin çok altında satışlar yapılıyorsa bu durum kredi değerleme ve karşılık politikalarının gözden geçirilmesini gerektirebilir.",Varlık satış ve devir işlemlerine ilişkin finansal sonuçlar incelenir; her bir satış işleminde tahsil edilen tutarın ilgili kredinin net defter değerine oranının hesaplanıp hesaplanmadığı kontrol edilir. Bankanın iç raporlarında ortalama satış oranları veya satış iskontoları takip edilerek üst yönetime raporlandığı teyit edilir.,Varlık satış/devir onay dosyaları; satış sonuç raporları (defter değerine göre getiri analizleri); iç kredi portföy değerleme raporları; üst yönetim raporları (satış performans göstergeleri).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 80,Bankacılık Kanunu md. 58 (Tasfiye ve tahsil süreleri); EBA/GL/2018/06,"Banka, yasal takip yoluyla veya alacaktan dolayı edinilen varlıkların elden çıkarılması yoluyla yapılan tahsilatların toplam alacak içindeki oranını ve bu işlemlerin tamamlanma sürelerini izliyor mu?","Madde 80, hukuki süreçler ve teminatların nakde çevrilmesi neticesinde yapılan tahsilatların performansını ölçmeyi amaçlar. Özellikle, bu tahsilatların ne oranda gerçekleştiği ve ne kadar zamanda sonuçlandığı izlenmelidir. Bu veriler, bankanın alacak tahsil süreçlerinin etkinliğini (ör. ortalama dava süresi ve tahsilat oranı) ortaya koyarak, olası iyileştirme alanlarını belirler.","Hukuk birimi ve risk yönetimi tarafından hazırlanan raporlar incelenerek, yasal takipten tahsil edilen tutarların ilgili donuk alacak tutarına oranının hesaplandığı ve ortalama tahsil süresinin raporlandığı doğrulanır. Benzer şekilde, teminatlı alacakların teminat satışından elde edilen tahsilat oranları ve sürelerinin izlendiği kontrol edilir.",Yasal takip performans raporları; ortalama tahsil süresi analizleri; teminat nakde çevirme raporları; üst yönetim risk raporları (yasal takip ve teminat tahsilat göstergeleri).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 81,Bankacılık Kanunu md. 57 (Teminatların paraya çevrilmesi); EBA/GL/2018/06,"Teminatlı alacaklar için banka, teminatların nakde çevrilebilmesi için gereken koşulları değerlendirip, teminatların paraya çevrilme süresini düzenli olarak takip ediyor mu?","Madde 81, teminat alınmış kredilerde, bu teminatların nakde dönüştürülmesi konusunda bankanın proaktif olması gerektiğini belirtir. Banka, teminatın satılabilirliği veya yasal engeller gibi koşulları değerlendirerek tahsil sürecini hızlandırabilir. Ayrıca teminatların paraya çevrilmesinin ne kadar zaman aldığı izlenerek, uzun süren işlemlerde süreçlerin iyileştirilmesi hedeflenir.","Teminatlı sorunlu krediler listesinden örnek dosyalar seçilerek, bankanın her bir teminat için likidite/ satılabilirlik değerlendirmesi yapıp yapmadığı kontrol edilir. Ayrıca teminat satış süreçlerinde ortalama geçen sürenin izlenip izlenmediği ve gecikme yaşanan durumlarda yönetim raporlarına yansıtılıp yansıtılmadığı incelenir.",Teminat değerlendirme raporları; kredi dosyalarında teminat satışı fizibilite analizleri; teminat satış süresi takip tabloları; ilgili komite/ yönetim raporları.
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 82,Bankacılık Kanunu md. 58 (Yasal süreçler); EBA/GL/2018/06,Tamamlanmış yasal takip süreçlerinin ortalama süresi ile bu süreçler neticesinde elde edilen ortalama tahsilat tutarları (tahsilat maliyetleri dahil) banka tarafından izleniyor mu?,"Madde 82, banka için tamamlanan icra/iflas gibi yasal süreçlerin verimliliğini ölçmeyi amaçlar. Bir alacağın hukuki yolla tahsilinin ortalama kaç ay/yıl sürdüğü ve sonuçta ortalama ne kadar tahsilat yapıldığı (masraflar düşüldükten sonra) takip edilmelidir. Bu göstergeler, hukuki sürecin etkinliğini değerlendirerek strateji seçiminde (yasal takip vs. diğer çözümler) yol gösterici olur.","Hukuk biriminin raporları incelenerek, kapanmış dava/icra dosyalarının ortalama sonuçlanma süresi ve tahsilat tutarı gibi istatistiklerin derlenip derlenmediği kontrol edilir. Bu bilgilerin üst yönetim raporlarında veya performans değerlendirmelerinde kullanılıp kullanılmadığı (örn. yıllık faaliyet raporunda belirtilmesi gibi) da incelenir.",Hukuk takibi sonuç raporları; kapanan dava istatistikleri; ortalama tahsilat tutarı analizleri; üst yönetim veya kurul raporları (yasal süreç performans metrikleri).
SORUNLU ALACAK ÇÖZÜMLEME REHBERİ Madde 83,Bankacılık Kanunu md. 57 (Borca karşılık varlık edinimi); Kredilerin Sınıflandırılması Yönetmeliği (Teminat değerleme); EBA/GL/2018/06,"Borcun, borçluya ait varlık veya sermaye ile takas edilmesi durumlarında banka, yalnız yüksek satılabilirliğe sahip varlıkları kabul ediyor; bu varlıkların objektif değerlemesini yaptırıyor ve performansını düzenli olarak izliyor mu?","Madde 83, bankanın alacaklarına karşılık mülkiyetine geçirdiği gayrimenkul, hisse gibi varlıklarda seçici olmasını ve bu varlıkların değerinin gerçekçi olmasını sağlamasını ister. Satılabilirliği düşük, likit olmayan varlıklar kabul edilmemeli; alınan varlıklar bağımsız ve objektif şekilde değerlenmeli ve elde kaldığı sürece piyasa değerindeki değişimler takip edilmelidir.","Son dönemde borca karşılık edinilmiş varlıkların kayıtları incelenerek, her bir varlık için değerleme raporu alınıp alınmadığı ve bu varlıkların likidite durumunun (kolay satılıp satılamayacağı) analiz edilip edilmediği kontrol edilir. Ayrıca bu varlıkların periyodik değerleme güncellemelerinin ve satış için izlenen performans göstergelerinin (örn. elde tutma süresi) raporlanıp raporlanmadığı tespit edilir.",Borca karşılık edinilen varlık listesi; söz konusu varlıklar için eksper değerleme raporları; değerleme güncelleme çizelgeleri; varlık satış/tutma performans raporları; kredi komitesi/aktif-pasif komitesi tutanakları (edinilen varlık kararları).
